ID,EmployeeID,Timesheet Record Date,Topic,Working Hours,Category,Sub-Category,Detail
12577,14,3/16/2023,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Antalya Santral Bakım Dönemi İskele Kurum-Söküm-Kiralama İşi İnceleme Raporu -
8021,18,8/29/2022,Şirket tatil birleştirme,8.5,İdari,Diğer,Şirket tatil birleştirme
4734,3,4/29/2022,Mesleki yeterlilik belgelerinin incelenmesi,8.5,İnceleme,Merkez'den Denetim,Mesleki yeterlilik belgelerinin incelenmesi
11779,29,1/31/2023,Stok Takip Denetimi,8.5,İnceleme,Sahada Denetim,Bodrum Stok Sayımı
11701,14,1/25/2023,Bağlantı Operasyon Süreçleri Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Bağlantı Operasyon Süreçleri Denetimi
8594,7,9/19/2022,Verilen Teminat Mektupları Denetimi,1,İnceleme,Çalışma Kağıtlarının Kontrolü,Mola
2828,6,3/11/2022,İdari İşler Süreç Denetimi,3,İnceleme,Merkez'den Denetim,22.00'dan sonra ofisten çıkışların incelenmesi
1668,29,2/14/2022,Manisa Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Sözleşme Sonlanması Nedeniyle Gaz Kapatma Süreci
13250,15,4/17/2023,bayram tatili,8.5,İdari,Diğer,bayram tatili
11357,9,1/18/2023,AKSA Plaza İSG Denetimi 2022,2,Rapor Yazımı,Nihai Raporun Oluşturulması,Denetim kapanış toplantısı
1676,5,2/14/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,2,İnceleme,Merkez'den Denetim,Olumlu olarak değerlendirilen başvurulara ait komisyon karar tutanakları incelenmiştir
10140,6,11/16/2022,Sağlık Raporu,8.5,İdari,Diğer,Sağlık Raporu
9823,11,11/3/2022,Ödemeler Süreç Denetim-Tüm Sektörler,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
882,26,1/25/2022,Diğer,4,Diğer,Sektörel Analiz Çalışmalarının Yapılması,"Enerji sektörü denetimi için hazırlık çalışması (eski raporların incelenmesi, prosedürlerin incelenmesi vb.)"
2509,3,3/4/2022,Manisa Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının Hazırlanması
236,9,1/6/2022,Holding İSG Denetimi,2,Rapor Yazımı,Nihai Raporun Oluşturulması,İSG Denetim Raporunu son haline getirme
9555,7,10/24/2022,Turquality Destek Programları Denetimi,4,İnceleme,Çalışma Kağıtlarının Kontrolü,Çalışmaların kontrolü
2219,5,2/25/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,2,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazımım
6865,2,7/12/2022,resmi tatil,8.5,İdari,Diğer,resmi tatil
1225,12,2/2/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),2,İnceleme,Toplantı (Ekip İçi),Denetim çalışmaları görüşüldü
8850,30,9/13/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
3338,25,3/2/2022,QAR,3.5,İdari,İdari-Diğer,QAR
6875,18,7/18/2022,Cookshop Şirket Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Cookshop tarafından paylaşılan verilen incelendi.
11920,7,2/8/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,Ön Hazırlık,Doküman Tarama,KV denetimi dataların kontrol edilmesi
10135,27,11/17/2022,Turquality Destek Programları Denetimi,8,İnceleme,Merkez'den Denetim,Turquality destek programı kapsamında değerlendirilen veya değerlendirilmeyen yurt dışı harcamalarının kontrol edilerek teşviklerden yararlanma durumunun kontrol edilmesi
8135,12,8/31/2022,Cookshop Şirket Denetimi,4,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor kontrol edildi
188,14,1/6/2022,HOLDİNG İSG DENETİMİ,2,İdari,Diğer,Raporun hazırlanıp ilgili kişi ve birimlere mutabakata gönderilecek hala getirilmesi
13449,30,4/28/2023,2. El Satış ve Kiralama Süreci,4,İnceleme,Çalışma Kağıtlarının Kontrolü,"Çalışmaların değerlendirilmesi, ekip toplantısı"
6928,8,7/18/2022,Tahsilat Denetimi (Jeneratör),2,BTS Sistem Girişi,Sisteme Bulgu Girişi,Sisteme bulgu girişi
11484,27,1/19/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,"Diğer (Sigara, wc, gazete okuma, vb.)"
13732,11,5/16/2023,Stok Yönetimi ve Hurda Süreci Denetimi,7.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yönetici görüşüne yollanıcak hale getirilmiştir.
10450,13,12/1/2022,IEC ÇK Kontrol,2,Diğer,Ortak Alan Çalışması,IEC ÇK Kontrol
1536,29,2/10/2022,detay yoktur,1,Diğer,Diğer Kişisel İşler,detay yoktur
9492,1,10/20/2022,Departman Bazlı Personel Devir Oranları ve Analizleri,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
3657,3,3/29/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,2,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının Hazırlanması
1691,13,2/14/2022,Elazığ İhbar Değerlendirme,3.5,Ön Hazırlık,Data Temini&Data Hazırlama,Araç Kayıtlarının İncelenmesi
14767,11,7/13/2023,Lojistik Operasyonları Süreci Denetimi,7.5,Rapor Yazımı,Taslak Rapor Yazımı,Rapor yazımı gerçekleştirilmekte ve sorulara cevaplar beklenmektedir.
433,30,1/13/2022,Satışlarda Yapılan İndirimler ve Maliyet Altı Satışlar Denetimi,1,Diğer,Telefon&Mail Trafiği,Raporlamalar Hk.
4583,8,4/21/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,3,Ön Hazırlık,Data Temini&Data Hazırlama,Data hazırlama
14575,8,6/15/2023,2. El Satış ve Kiralama Süreci,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,rapor mutabakatları için toplantı yapılması
3380,6,3/23/2022,İdari İşler Süreç Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
9298,18,10/13/2022,Fırat ve Çoruh Edaş Teknik Denetimi,4,İdari,Diğer,Fırat ve Çoruh Edaş Teknik Denetimi Taslak Raporun oluşturulması
7683,3,8/17/2022,Kaçak Gaz Kullanımı İncelemesi-Adana/Mersin,1.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazımı
12923,8,3/28/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,1.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Ramazan ayı nedeniyle
14096,30,6/6/2023,2. El Satış ve Kiralama Süreci,3.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor yazımı
4350,2,4/15/2022,mola,0.5,Diğer,Diğer Kişisel İşler,"mola, dinlenme, gazete"
5134,16,5/23/2022,İdari&Diğer,1,Diğer,Diğer Kişisel İşler,Mola
15103,4,8/8/2023,Kişisel - Gözen Hanımla görüşme / Telefon trafiği / Dinlenme / Mola,2,Diğer,Diğer Kişisel İşler,Kişisel - Gözen Hanımla görüşme / Telefon trafiği / Dinlenme / Mola
1135,5,2/1/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,1,İnceleme,Toplantı (Ekip İçi),Samet yavuz ile denetim ve rkm hakkında görüşülmüştür
1910,29,2/18/2022,detay yoktur.,0.5,Diğer,Diğer Kişisel İşler,detay yoktur.
8467,8,9/13/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,8,İnceleme,Merkez'den Denetim,Satın Alma Siparişinin Oluşturulması
10432,13,11/30/2022,IEC kontrollerinin tamamlanması,4,Diğer,Ortak Alan Çalışması,IEC kontrollerinin tamamlanması
2999,3,3/15/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,4,Ön Hazırlık,Data Temini&Data Hazırlama,Abys ve Sap'den veri çekme
14065,30,5/17/2023,İdari,8.5,İdari,Diğer,Çin seyahati
8592,7,9/19/2022,Verilen Teminat Mektupları Denetimi,4.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Rapor Kontrolü
6751,25,7/12/2022,İdari&Diğer,8.5,İdari,Diğer,Bayram Tatili
12419,30,2/24/2023,İdari,1.5,İdari,Diğer,Denetim planı çalışmaları
7756,7,8/19/2022,Verilen Teminat Mektupları Denetimi,3,Rapor Yazımı,Risk Kontrol Matrisinin Doldurulması,RKM kontrolü
9486,11,10/21/2022,Sözleşmeli Alımlar Fatura Onay Mekanızması ve Ödeme Denetimi- Tüm Sektörle,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Ödeme tarafı için toplantı ve çalışmaların yapılması
3700,1,3/30/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
6848,18,7/15/2022,Resmi Tatil,8.5,İdari,Diğer,Resmi Tatil
10658,15,12/9/2022,Enerji Ticaret Süreçleri Denetimi,3.5,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor hazırlığı
8271,15,9/6/2022,Özbekistan Santral Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
5459,1,5/27/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,2,İnceleme,Merkez'den Denetim,Trafik Cezaları
9546,25,10/24/2022,İdari&diğer,8.5,İdari,İdari-Diğer,QAR Toplantısı (Ali Kamil Uzun & Tuba İnci)
9518,9,10/24/2022,Doğalgaz 2022 yılı yatırımları denetim raporu yazımı + mola,7.5,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Doğalgaz 2022 yılı yatırımları denetim raporu yazımı + mola
574,13,1/4/2022,Bulgu Takip Çalışmaları,1,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Sistemde 2021 öncesine ait bulguların kapanmasına yönelik yazışmaların takip edilmesi
14173,6,6/12/2023,Gaz Açma ve Kapama Operasyonları Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak Rapor Yazımı
3308,1,3/22/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",4,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Risk kontrol matrisi taslağının oluşturulması
902,3,1/26/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Kaçak ve Usulsüz Kullanım Süreci İnceleme
13062,11,4/4/2023,Stok Yönetimi ve Hurda Süreci Denetimi,1,İnceleme,Sahada Denetim,Mola
5585,13,5/30/2022,Ek Güvence Bedeli İncelemesi,8.5,İnceleme,Merkez'den Denetim,Ek Güvence Bedeli İncelemesi
12659,30,3/16/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,1,İnceleme,Merkez'den Denetim,Hurda işlemlerine dair çalışma kağıdının düzenlenmesi
11443,3,1/20/2023,CRM ve ISU Yetkilendirme Süreci,4.5,Ön Hazırlık,Data Temini&Data Hazırlama,Gelen dataların incelenmesi ve yeni data talepleri
4288,6,4/14/2022,QAR süreci için 2021 denetim dosyaları kontrolü,6,İdari,Diğer,QAR süreci için 2021 denetim dosyaları kontrolü
12221,8,2/21/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,4,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Risk Kontrol Matrisinin İncelenmesi
10625,6,12/8/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Hukuk süreçleri feragat ve hukuk-sap-abys karşılaştırması çalışma kağıtlarının düzenlenmesi
6048,15,6/14/2022,ATK Sigorta Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
9496,3,10/21/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,3.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının hazırlanması
13301,25,4/25/2023,Gider Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Turkcell&Hazar'a Çalışmaların Aktarılması
11437,3,1/18/2023,CRM ve ISU Yetkilendirme Süreci,2,Ön Hazırlık,Toplantı (Ekip İçi),Rkmnin değerlendirilmesi
9914,27,11/8/2022,Turquality Destek Programları Denetimi,0.5,Ön Hazırlık,Data Temini&Data Hazırlama,"Diğer (Sigara, wc, gazete okuma, vb.)"
12091,1,2/17/2023,Stok ve Güvenlik Süreçleri,4,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Mutabakat süreci için bulunan bulgular APC özelinde kategorize edildi.
11798,8,2/3/2023,Stok ve Güvenlik Süreçleri,8,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının hazırlanması rapor oluşturma çalışmalarının yapılması
11434,11,1/20/2023,Lojistik Operasyonları Süreci Denetimi,1,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Mola
14119,11,6/8/2023,Lojistik Operasyonları Süreci Denetimi,7.5,Ön Hazırlık,Data Temini&Data Hazırlama,Data temini çalışması yapılmaktadır.
331,8,1/11/2022,Satışlardan Yapılan İndirimler ve Maliyet Altı Satışlar,3,İnceleme,Toplantı (Ekip İçi),İnceleme-Toplantı (Ekip İçi)
7162,2,7/26/2022,mola dinlenme vb.,0.5,Diğer,Diğer Kişisel İşler,mola dinlenme vb.
9884,8,8/24/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,7,İnceleme,Sahada Denetim,Saha ziyareti iade depo sayımı kalite ve garanti birimlerinin evrak kontrolü
11162,18,1/5/2023,Mail telefon trafiği + mola,1.5,İdari,Diğer,Mail telefon trafiği + mola
10157,15,11/16/2022,Ödemeler Süreç Denetim-Tüm Sektörler,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,raporun final hale getirilmesi ve çk hazırlığı
14758,11,7/10/2023,Lojistik Operasyonları Süreci Denetimi,1,Rapor Yazımı,Taslak Rapor Yazımı,Mola
12684,29,3/24/2023,Afyon Doğalgaz Dağıtım A.Ş.,8.5,İnceleme,Merkez'den Denetim,tahsilat iptal süreci
14581,8,6/27/2023,Bayram İzni,8.5,Diğer,Diğer Kişisel İşler,Bayram İzni
8235,26,9/5/2022,SAP MM Modülünden İlerlemeyen Satın Alma İşlemleri Denetimi,1.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Evren Koraltürk ve Sezen İnci ile görüşmeler
12227,2,2/22/2023,açık bulgu çalışma,4,İdari,Diğer,açık bulgu çalışma
13182,8,4/12/2023,2. El Satış ve Kiralama Süreci,1.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Ramazan ayı nedeniyle
3593,30,3/25/2022,Tahsilat Denetimi (Jeneratör),1.5,Rapor Yazımı,Taslak Rapor Yazımı,Revizelerin yapılması bulguların düzenlenmesi
12898,8,3/17/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
14915,2,7/14/2023,mola dinlenme,0.5,Diğer,Diğer Kişisel İşler,mola
211,3,1/7/2022,Diğer,1,Diğer,Telefon&Mail Trafiği,Detay yoktur.
5283,12,5/20/2022,yıllık izin,8.5,İdari,Diğer,yıllık izin
7600,2,8/12/2022,coso eğitimi,8.5,İdari,Diğer,coso eğitimi
13167,30,4/13/2023,Diğer,1.5,Diğer,Diğer Kişisel İşler,Mola vs
12266,14,2/21/2023,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Ali Metin Kazancı Antalya D.G.K.Ç Santrali Bakım Süreçleri Teknik Denetimi
14436,18,6/22/2023,EDAŞ Saha Operasyonları İSG Süreçleri Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Yönetim taleplerine yönelik revizelerin yapılması
1363,25,2/7/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
5673,1,6/1/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
13896,15,5/25/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,süreç sahipleri ile mutabakat sürecinin ilerletilmesi yanıtların incelenmesi
1219,12,1/28/2022,istirahat raporu,9,Diğer,Diğer Kişisel İşler,istirahat raporu
9607,13,10/21/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,2,İnceleme,Merkez'den Denetim,İcra Takibinin Başlatılması
12802,6,3/9/2023,CRM ve ISU Yetkilendirme Süreci,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Rapor yazımı
9154,25,10/7/2022,İdari&Diğer,8.5,İdari,Diğer,Denetim Dosyalarının Kontrolü (IEC)&Sunum ve Diğer Çalışmaların Üzerinden Geçilmesi (QAR)
5876,12,6/2/2022,ATK Sigorta Denetimi,4,İnceleme,Toplantı (Ekip İçi),Son tespitler üzerinden görüşüldü
4544,15,4/21/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
5812,30,6/6/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",1,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Gelen mutabakat yanıtlarının değerlendirilmesi +  Batuhan Savaş ile toplantı
9538,6,10/24/2022,QAR süreci için 2022 denetim dosyalarının kontrolü,4,İdari,Diğer,QAR süreci için 2022 denetim dosyalarının kontrolü
8154,16,9/2/2022,İdari&Diğer,8.5,İdari,Diğer,QAR kapsamında çalışma kağıtlarının kontrolü
7047,8,7/19/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Yasin Dündar ile iade alınan jeneratörlerin sevk sürecinin görüşülmesi
5771,13,6/2/2022,Ek Güvence Bedeli İncelemesi,8.5,İnceleme,Merkez'den Denetim,Dergaz Teminat Mektupları İncelemesi
5482,6,5/26/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
12361,11,2/27/2023,Hukuk Operasyonları Süreci Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Hukuk Denetimine ilişkin incelemeler yapılarak çalışma kağıtları üzerinde kontroller sağlanmaktadır.
10155,29,11/17/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,8.5,İnceleme,Merkez'den Denetim,icra tahsilatları sap ve abys karşılaştırması
11386,2,1/18/2023,Antalya İddialarının İncelenmesi ve Stok Sayımı,8.5,İnceleme,Toplantı (Ekip İçi),STOK SAYIMI FARKLARIN İNCELEME
11868,7,2/7/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Belge ve doküman analizi
11460,6,1/18/2023,CRM ve ISU Yetkilendirme Süreci,3,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,RKM Hazırlanması
1142,29,2/1/2022,detay yoktur,1,Diğer,Diğer Kişisel İşler,detay yoktur
10966,11,12/22/2022,Enerji Ticaret Süreçleri Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
8530,14,9/8/2022,ENERJİ SEKTÖR TEKNİK DENETİM-ÖZBEKİSTAN,4.5,Ön Hazırlık,Doküman Tarama,ENERJİ SEKTÖR TEKNİK DENETİM-ÖZBEKİSTAN
14735,7,7/4/2023,Holding Teşvik Süreçleri Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Çalışma kontrolü
13509,2,5/2/2023,Kayseri Otel Sayım,5,Rapor Yazımı,Taslak Rapor Değerlendirme,taslak rapor yazım+değerlendirme
3974,14,4/5/2022,Timesheet girişi,0.5,Diğer,Ortak Alan Çalışması,Timesheet girişi
11829,3,2/3/2023,CRM ve ISU Yetkilendirme Süreci,5,İnceleme,Merkez'den Denetim,Rollerin incelenmesi
3605,26,3/28/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,6,İnceleme,Merkez'den Denetim,Fatura ödeme süreçlerinin incelenmesi. SAP raporları ile karşılaştırma.
11087,7,12/29/2022,Kur Farkı Zararları Denetimi,8.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Rapor revizeleri
9071,15,9/30/2022,Sözleşme Süreç Yönetimi Denetimi - Tüm Sektörler,2,Ön Hazırlık,Doküman Tarama,QDMS sisteminde yer alan dökümanların incelenmesi
10892,12,12/8/2022,EDAŞ-Planlı Bakım Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Güncel durum üzerinden görüşüldü
10426,9,11/30/2022,AKSA Plaza İSG Denetimi 2022,1,İnceleme,Toplantı (Şirket Yöneticileri),Alper Alyağız ile ön açılış toplantısı
10015,26,11/9/2022,Mola,1,Diğer,Diğer Kişisel İşler,Mola
13639,18,5/10/2023,Edaş hakediş süreçlerinin incelenmesi,8.5,İdari,Diğer,Edaş hakediş süreçlerinin incelenmesi
13903,15,5/26/2023,Stok Yönetimi ve Hurda Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,sürec sahipleri ile rapor mutabakat süreci devam ettirilmektedir.
4614,1,4/25/2022,Eğitim,8.5,İdari,Toplantı,Eğitim
10330,21,11/24/2022,EDAŞ-Planlı Bakım Denetimi,8.5,İnceleme,Sahada Denetim,Rize saha çalışması
3335,1,3/22/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",1.5,Ön Hazırlık,Toplantı (Ekip İçi),"Denetim süreci, doküman tarama ve RKM ile ilgili Sevinç ARABACI ile toplantı"
1380,21,2/7/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),1,İnceleme,Çalışma Kağıtlarının Hazırlanması,
4439,1,4/19/2022,Çerkezköy Fabrika Stok Sayımı ve Sayım Sonuçlarının Değerlendirilmesi,1,Rapor Yazımı,Taslak Rapor Değerlendirme,Bulguların düzenlenmesi
8435,16,9/13/2022,İdari&Diğer,2.5,İdari,Diğer,QAR kapsamında çalışma dosyalarının kontrolü
2493,14,3/3/2022,Yönetici İle toplantı,2,İdari,Toplantı,Yönetici İle toplantı
11511,25,1/25/2023,İdari&Diğer,8.5,Diğer,Diğer Kişisel İşler,İzin
2846,29,3/10/2022,detay yoktur,0.5,Diğer,Diğer Kişisel İşler,detay yoktur
13149,2,4/10/2023,MTA Bağlantı Görüşü ve Stok Farkları,3.5,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor yazım
10520,6,12/5/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
335,25,1/11/2022,BTS İş Takip Sistemi ile ilgili görüşmeler,1,İdari,İdari-Diğer,BTS İş Takip Sistemi ile ilgili görüşmeler
14270,25,6/14/2023,İdari&Diğer,1,İdari,Diğer,Mola
11453,5,1/19/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,8.5,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,RKM oluşturulmuştur
9213,26,10/11/2022,SWOT Çalışması,8.5,İdari,Diğer,sunum çalışmaları
