Finding_ID,Finding Creation Date,Finding Status,Risk Type,Risk Severity,Probabilty,Effect,Audit Report Number
2022_034_002.001,8/8/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,4,2,2022_034
2022_063_003.016,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_063
2022_006_005.001,4/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Orta,2,2,2022_006
2021_036_011.001,11/26/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_036
2022_063_002.010,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2022_055_017.001,11/24/2022,Tamamlandı,Finansal Risk,Orta,3,2,2022_055
2022_003_006.001,4/18/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_003
2021_024_005.001,6/16/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_024
2023_008_003.002,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,2,2023_008
2021_014_001.001,9/21/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Kritik,4,4,2021_014
2022_017_001.005,8/10/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Kritik,4,4,2022_017
2021_043_005.001,1/3/2022,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,1,3,2021_043
2023_016_003.007,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_016
2021_007_002.001,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,3,3,2021_007
2022_006_001.003,4/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_006
2021_033_006.001,8/31/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_033
2022_003_014.001,4/18/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_003
2021_037_006.009,12/3/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_037
2022_046_002.001,1/4/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_046
2021_023_001.004,9/2/2021,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Personel Kaynaklı Risk,Orta,4,4,2021_023
2023_008_001.009,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2023_008
2023_020_002.009,7/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2023_020
2021_058_019.001,1/27/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Yüksek,3,3,2021_058
2023_007_001.017,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2023_018_003.004,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_018
2022_006_001.004,4/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_006
2021_008_003.002,3/15/2021,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_008
2021_002_008.001,3/29/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2021_002
2021_035_002.003,11/10/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_035
2021_020_007.001,7/8/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_020
2022_065_003.002,1/29/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_065
2022_027_007.001,9/30/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_027
2023_016_002.002,7/21/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2021_003_017.001,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_003
2023_007_001.001,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2021_028_001.001,9/17/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_028
2023_022_038.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2022_063_004.016,3/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2023_016_001.005,7/20/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,4,2,2023_016
2021_004_013.002,3/15/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,1,2021_004
2021_027_003.001,9/13/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2021_027
2022_009_021.001,4/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2022_009
2022_013_004.001,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Yüksek,3,3,2022_013
2023_008_002.002,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2023_008
2022_019_001.005,6/21/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_019
2021_020_001.002,7/13/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,2,2,2021_020
2023_006_002.007,7/5/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2023_006
2022_065_002.002,1/29/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_065
2021_029_005.001,8/11/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_029
2021_035_009.002,11/11/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_035
2022_004_002.001,3/18/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_004
2021_015_002.001,6/3/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2021_015
2022_016_012.001,6/23/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,3,1,2022_016
2023_008_001.002,4/11/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2023_008
2022_016_017.001,6/23/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_016
2023_003_001.006,4/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2023_003
2021_036_009.001,11/26/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_036
2022_012_003.002,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2022_012
2022_006_002.005,4/14/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_006
2022_007_008.001,4/19/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_007
2022_009_007.002,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_009
2021_033_003.001,8/31/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_033
2022_066_005.002,3/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,2,4,2022_066
2023_005_002.001,5/19/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Yüksek,4,3,2023_005
2023_022_009.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2021_058_031.001,1/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,3,3,2021_058
2021_002_005.002,3/29/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_002
2022_055_018.001,12/5/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Orta,3,2,2022_055
2021_055_006.001,1/4/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,1,3,2021_055
2022_056_007.001,11/22/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_056
2022_011_001.005,6/2/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2022_011
2022_009_006.002,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,2,2022_009
2022_063_002.007,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2022_035_001.002,9/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2022_035
2022_055_023.002,11/24/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_055
2022_055_015.001,11/25/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Orta,2,2,2022_055
2022_065_009.001,1/29/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,3,2022_065
2022_032_001.004,6/24/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_032
2022_066_008.002,3/8/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_066
2022_012_005.002,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,2,2,2022_012
2022_055_012.006,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2022_054_002.007,11/10/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Orta,2,2,2022_054
2022_010_020.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2022_010
2022_014_019.001,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2022_014
2022_042_002.001,2/1/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_042
2021_029_001.004,8/12/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,1,2021_029
2023_018_003.008,6/30/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_018
2023_005_002.004,5/19/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Yüksek,4,3,2023_005
2021_041_004.001,12/21/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_041
2022_032_002.001,6/24/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_032
2022_053_005.002,12/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_053
2022_055_009.005,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,4,3,2022_055
2023_025_003.006,8/4/2023,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_025
2021_021_002.001,7/26/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,4,2,2021_021
2022_027_009.001,9/30/2022,Tamamlandı,Stratejik Risk,Düşük,2,2,2022_027
2021_016_003.002,6/7/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2021_016
2021_004_005.001,3/15/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2021_004
2023_003_001.009,4/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2023_003
2022_030_003.004,6/23/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_030
2022_047_001.002,1/10/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_047
2022_053_007.002,12/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2022_053
2023_006_001.001,7/5/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2023_006
2023_016_002.007,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2023_002_002.005,5/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2023_002
2021_036_017.001,10/4/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_036
2022_066_007.002,3/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,3,2022_066
2022_009_007.001,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_009
2021_054_007.001,3/15/2022,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,3,2,2021_054
2021_037_009.001,12/3/2021,Tamamlandı,Finansal Risk,Düşük,2,1,2021_037
2021_043_006.001,1/3/2022,Tamamlandı,Finansal Risk,Orta,1,3,2021_043
2022_012_004.001,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Yüksek,3,3,2022_012
2022_019_003.001,6/21/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_019
2021_007_003.002,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2021_007
2023_025_002.010,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_025
2021_008_003.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_008
2021_007_003.004,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2021_007
2021_029_004.001,8/11/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2021_029
2022_014_010.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_014
2022_026_001.002,6/24/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,4,2,2022_026
2022_006_006.002,4/14/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Orta,2,2,2022_006
2021_042_002.004,12/30/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_042
2022_032_003.004,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,1,3,2022_032
2022_056_007.003,11/22/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_056
2022_065_015.001,1/29/2023,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_065
2022_030_004.001,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,2,2022_030
2021_021_001.001,7/26/2021,Denetim Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_021
2021_058_012.001,1/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,3,2,2021_058
2021_054_001.005,3/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2021_054
2022_017_001.006,8/10/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Kritik,4,4,2022_017
2022_056_001.001,11/22/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Yüksek,2,4,2022_056
2022_065_013.002,1/29/2023,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_065
2022_017_001.002,8/10/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Kritik,4,4,2022_017
2022_027_002.001,9/30/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Yüksek,4,3,2022_027
2021_007_010.001,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2021_007
2022_017_003.005,8/10/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_017
2022_062_004.001,3/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,2,2022_062
2022_003_019.001,4/18/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2022_003
2022_009_008.001,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,2,2022_009
2022_004_017.001,3/21/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_004
2022_032_010.001,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Düşük,1,1,2022_032
2022_051_008.001,11/28/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Orta,2,2,2022_051
2023_022_016.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2023_013_003.001,5/7/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_013
2021_003_017.002,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_003
2022_017_001.009,8/22/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Kritik,4,4,2022_017
2021_004_003.003,3/15/2021,Tamamlandı,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2021_004
2022_063_002.015,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2021_037_010.015,12/3/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,3,2,2021_037
2023_006_002.004,7/5/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2023_006
2021_043_009.001,1/3/2022,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,2,2021_043
2021_016_007.002,6/7/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2021_016
2022_014_020.001,4/21/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2022_014
